title,score,date,airline,source
Verspäteten Anschlussflug nicht wahrgenommen und LH verlangt Gebühr für Rückflug,2,2022-10-01,LUFTHANSA,TRIPADVISOR
vol CDG - MUC,5,2023-02-01,LUFTHANSA,TRIPADVISOR
Is this how Lufthansa care about costumers and animal rights??? 🤬🤬🤬🤬,1,2023-03-01,LUFTHANSA,TRIPADVISOR
Decent Airline and Comfortable,4,2023-02-01,LUFTHANSA,TRIPADVISOR
WC ohne Wasser,3,2023-02-01,LUFTHANSA,TRIPADVISOR
Bait & Switch,1,2023-03-01,LUFTHANSA,TRIPADVISOR
This is the worst airline booking experience ever,1,2023-03-01,LUFTHANSA,TRIPADVISOR
Average,3,2022-11-01,LUFTHANSA,TRIPADVISOR
Perfekte Langstrecke FRA - MIA: Die einzigartige Boeing 747/8 !,5,2023-01-01,LUFTHANSA,TRIPADVISOR
Dont book this flight for elderly people.,1,2023-03-01,LUFTHANSA,TRIPADVISOR
Customer service,1,2022-12-01,LUFTHANSA,TRIPADVISOR
Se fout littéralement de ses clients,1,2022-11-01,LUFTHANSA,TRIPADVISOR
No access for my pregnant girlfriend.,2,2023-02-01,LUFTHANSA,TRIPADVISOR
Do not book with Lufthansa! Still awaiting refund,1,2022-12-01,LUFTHANSA,TRIPADVISOR
A fuir !,1,2022-11-01,LUFTHANSA,TRIPADVISOR
NEVER FLY WITH THEM,1,2022-03-01,LUFTHANSA,TRIPADVISOR
"Keine Antwort vom Customer Service - nach 2 Tickets, 2 Anrufen und 14 Tagen",1,2023-02-01,LUFTHANSA,TRIPADVISOR
Die Beste unter den Schlechten,1,2023-02-01,LUFTHANSA,TRIPADVISOR
Немецкое качество уже не то!!!,1,2022-03-01,LUFTHANSA,TRIPADVISOR
"Premium economy have good chairs and space, but nothing else",3,2023-01-01,LUFTHANSA,TRIPADVISOR
Aucune considération pour les secondes classes,1,2023-02-01,LUFTHANSA,TRIPADVISOR
Lufthansa SUCKS!!,1,2023-02-01,LUFTHANSA,TRIPADVISOR
Ottima compagnia sedili extra leg top,5,2023-02-01,LUFTHANSA,TRIPADVISOR
LUGGAGE REFUND = SCAM,1,2022-12-01,LUFTHANSA,TRIPADVISOR
Refund not received for reserved seats not used because of upgraded class,1,2023-02-01,LUFTHANSA,TRIPADVISOR
"Lufthansa erstattbarer Flug - von 822€ eine Erstattung 5,55€ erhalten",1,2022-08-01,LUFTHANSA,TRIPADVISOR
Poor Transit at Frankfurt airport,1,2023-02-01,LUFTHANSA,TRIPADVISOR
Disappointed in Lufthansa,3,2023-02-01,LUFTHANSA,TRIPADVISOR
Rude Flight Attendants,2,2022-06-01,LUFTHANSA,TRIPADVISOR
BUSINESS CLASS DISSPOINTMENT.,1,2023-02-01,LUFTHANSA,TRIPADVISOR
A EVITER : BANDE DE CRAPULES !!!,1,2022-06-01,LUFTHANSA,TRIPADVISOR
Compagnie non sérieuse !!! Fuyez !,1,2023-02-01,LUFTHANSA,TRIPADVISOR
M,1,2023-02-01,LUFTHANSA,TRIPADVISOR
Excellent flight,5,2023-02-01,LUFTHANSA,TRIPADVISOR
A fuir,1,2023-01-01,LUFTHANSA,TRIPADVISOR
Fuyez cette compagnie !,1,2023-02-01,LUFTHANSA,TRIPADVISOR
DO NOT FLY LUFTHANSA. Worst business class ever and they will not pay out reimbursements for losses - CHEATS AND LIARS,1,2022-12-01,LUFTHANSA,TRIPADVISOR
LUFTHANSA DES VOLEURS - FUYEZ,1,2023-02-01,LUFTHANSA,TRIPADVISOR
Sitzplätze mit Beinfreiheit werden ohne Information einfach geändert,1,2023-02-01,LUFTHANSA,TRIPADVISOR
Worse customer service I ever seen,1,2023-02-01,LUFTHANSA,TRIPADVISOR
Ich habe mich für Ride Lufthansa geschämt,2,2022-12-01,LUFTHANSA,TRIPADVISOR
Imposible hacer reclamación por retraso de vuelo no me dan opciones llamo y me cierra la llamada,1,2023-02-01,LUFTHANSA,TRIPADVISOR
Flugausfall - keine Informationen oder Unterstützung,1,2023-02-01,LUFTHANSA,TRIPADVISOR
Se puder: EVITE,1,2023-02-01,LUFTHANSA,TRIPADVISOR
Bis auf weiteres kommt die Lufthansa für Flüge nicht mehr für uns in Frage.,1,2023-02-01,LUFTHANSA,TRIPADVISOR
Plusieurs expériences très négatives,1,2022-09-01,LUFTHANSA,TRIPADVISOR
Worst airline ever,1,2023-02-01,LUFTHANSA,TRIPADVISOR
Terrible customer service!,1,2023-02-01,LUFTHANSA,TRIPADVISOR
Love em - very friendly staff,5,2023-02-01,LUFTHANSA,TRIPADVISOR
Worst Arline Experience,1,2023-02-01,LUFTHANSA,TRIPADVISOR
Lufthansa forgot to book one segment of our business class trip,1,2023-01-01,LUFTHANSA,TRIPADVISOR
Zwischen Unfähigkeit und Unehrlichkeit Grenze fliessend,1,2023-02-01,LUFTHANSA,TRIPADVISOR
Ein Form Rassismus und Diskriminierung.,3,2022-09-01,LUFTHANSA,TRIPADVISOR
Disappointment,3,2023-02-01,LUFTHANSA,TRIPADVISOR
Dos malas experiencias,1,2023-02-01,LUFTHANSA,TRIPADVISOR
Customer Service is the WORST EVER!!!!!! STAY AWAY FROM THIS AIRLINE!!!!!!!!!,1,2023-02-01,LUFTHANSA,TRIPADVISOR
Guter Langstreckenflug,4,2023-01-01,LUFTHANSA,TRIPADVISOR
Very disappointing experience,1,2023-02-01,LUFTHANSA,TRIPADVISOR
Vol décalé,1,2023-02-01,LUFTHANSA,TRIPADVISOR
Sono rimasta pienamente soddisfatta,5,2023-02-01,LUFTHANSA,TRIPADVISOR
"Very helpful with rebooking after failed connection, good short flight",4,2023-02-01,LUFTHANSA,TRIPADVISOR
One of the worst ever flight,1,2022-09-01,LUFTHANSA,TRIPADVISOR
"Kinderunfreundlich, Heranlassend",1,2023-02-01,LUFTHANSA,TRIPADVISOR
Väldigt missnöjd,1,2023-01-01,LUFTHANSA,TRIPADVISOR
Alptraum,1,2023-02-01,LUFTHANSA,TRIPADVISOR
NUNCA TUVE UNA PEOR EXPERIENCIA,1,2022-11-01,LUFTHANSA,TRIPADVISOR
Mi peor viaje,1,2022-04-01,LUFTHANSA,TRIPADVISOR
Komfort überschaubar; Essen nur vegetarisch,3,2023-01-01,LUFTHANSA,TRIPADVISOR
Lounge access,1,2023-02-01,LUFTHANSA,TRIPADVISOR
NEVER FLY THIS AIRLINE!!!!!,1,2023-02-01,LUFTHANSA,TRIPADVISOR
Flugbegleiter,1,2023-02-01,LUFTHANSA,TRIPADVISOR
Refund not received 3+ month,1,2022-10-01,LUFTHANSA,TRIPADVISOR
ヘルシンキとニースの往復,3,2023-01-01,LUFTHANSA,TRIPADVISOR
Customer serviec so bad,1,2022-12-01,LUFTHANSA,TRIPADVISOR
Worst company I have ever seen in my life - AVOID,1,2023-02-01,LUFTHANSA,TRIPADVISOR
La peor compañía de vuelo,1,2023-02-01,LUFTHANSA,TRIPADVISOR
Pésimo servicio,1,2023-02-01,LUFTHANSA,TRIPADVISOR
Racist staff at Brussels checkin counter,1,2023-02-01,LUFTHANSA,TRIPADVISOR
Worst Service Ever,1,2023-02-01,LUFTHANSA,TRIPADVISOR
Couldn't believe what I experienced,1,2023-02-01,LUFTHANSA,TRIPADVISOR
They straight up lied to me!,1,2023-02-01,LUFTHANSA,TRIPADVISOR
Lufthansa - setzen sechs,1,2022-11-01,LUFTHANSA,TRIPADVISOR
"Réservation annulée par la cie, obligation d'une nouvelle réservation !!!!!!!",1,2023-02-01,LUFTHANSA,TRIPADVISOR
Horrible and Unethical,1,2022-12-01,LUFTHANSA,TRIPADVISOR
Décevant,2,2022-11-01,LUFTHANSA,TRIPADVISOR
Excellent service as always,5,2023-01-01,LUFTHANSA,TRIPADVISOR
Services bagages Lufthansa,1,2023-02-01,LUFTHANSA,TRIPADVISOR
"Customer service from hell, 15 calls and 13 got hung up",1,2023-02-01,LUFTHANSA,TRIPADVISOR
Business class - SCANDAL,1,2023-02-01,LUFTHANSA,TRIPADVISOR
LUFTHANSA'S CUSTOMER SERVICE IS A DISGRACE,1,2022-12-01,LUFTHANSA,TRIPADVISOR
Beestenvervoer is beter gereglementeerd,1,2023-01-01,LUFTHANSA,TRIPADVISOR
Does not care about the customer,1,2023-02-01,LUFTHANSA,TRIPADVISOR
Canceled flight and rebooked us in economy,1,2022-12-01,LUFTHANSA,TRIPADVISOR
Volo annullato compagnia incapace di fronteggiare un problema personale incapace e maleducato,1,2023-02-01,LUFTHANSA,TRIPADVISOR
Teuer und unterirdisch schlecht,1,2023-01-01,LUFTHANSA,TRIPADVISOR
terrible service,1,2023-01-01,LUFTHANSA,TRIPADVISOR
Pathetic customer service,1,2023-02-01,LUFTHANSA,TRIPADVISOR
Sehr guter Flugpersonal in eine sehr schlechte Fluggeselschaft.,1,2022-07-01,LUFTHANSA,TRIPADVISOR
Average,3,2023-02-01,LUFTHANSA,TRIPADVISOR
Wish I could give a minus 10,1,2023-01-01,LUFTHANSA,TRIPADVISOR
Worst airline with worst customer service,1,2023-02-01,LUFTHANSA,TRIPADVISOR
Excellent flight In every regard,5,2023-02-01,LUFTHANSA,TRIPADVISOR
BEWARE OF 'SHARP PRACTICE' - Lufthansa are a criminal outfit charging passengers extra at the airport,1,2022-03-01,LUFTHANSA,TRIPADVISOR
customer service on the telephone from Denmark not available,1,2023-02-01,LUFTHANSA,TRIPADVISOR
volo classico,4,2023-02-01,LUFTHANSA,TRIPADVISOR
Don't fly Lufthansa,1,2022-06-01,LUFTHANSA,TRIPADVISOR
"Inconfortable, stressful and no help from staff",1,2023-02-01,LUFTHANSA,TRIPADVISOR
Kein Entgegenkommen,1,2022-12-01,LUFTHANSA,TRIPADVISOR
"Katastrophe, dieses Verhalten",1,2023-02-01,LUFTHANSA,TRIPADVISOR
Poor customer service and flight delays,1,2023-01-01,LUFTHANSA,TRIPADVISOR
Pathetic food and no sense of hospitality,1,2023-02-01,LUFTHANSA,TRIPADVISOR
Vuelo insufrible,1,2023-02-01,LUFTHANSA,TRIPADVISOR
Worst customer service possible.,1,2022-10-01,LUFTHANSA,TRIPADVISOR
A new level of terrible customer service,1,2023-01-01,LUFTHANSA,TRIPADVISOR
Lufthansa refused compensation for baggage delay with no explanation,1,2022-07-01,LUFTHANSA,TRIPADVISOR
Good and Bad!,3,2023-01-01,LUFTHANSA,TRIPADVISOR
Booked a code share flight by mistake. Lufthansa doesn't compare to Singapore Airlines!,3,2023-01-01,LUFTHANSA,TRIPADVISOR
Fraudulent representation of business class,1,2023-02-01,LUFTHANSA,TRIPADVISOR
Worst Experience,1,2023-01-01,LUFTHANSA,TRIPADVISOR
Travel to New Zealand with Group of 14 friends in Business class,2,2023-02-01,LUFTHANSA,TRIPADVISOR
Deludente disagio,2,2023-02-01,LUFTHANSA,TRIPADVISOR
Terrible Experience! Do not recommend for families or mums travelling with children,1,2023-02-01,LUFTHANSA,TRIPADVISOR
Nie wieder!,1,2022-12-01,LUFTHANSA,TRIPADVISOR
la Lufthansa à éviter,2,2023-01-01,LUFTHANSA,TRIPADVISOR
This airline is a COMPLETE joke!,1,2023-02-01,LUFTHANSA,TRIPADVISOR
Nightmare,1,2022-12-01,LUFTHANSA,TRIPADVISOR
"Nicht mehr unsere Airline, nur noch wenn wir uns sonst selbst schaden würden",1,2023-02-01,LUFTHANSA,TRIPADVISOR
No problems,4,2023-02-01,LUFTHANSA,TRIPADVISOR
Zero Customer Service,1,2022-12-01,LUFTHANSA,TRIPADVISOR
"By far, the worst airline in Europe",1,2023-02-01,LUFTHANSA,TRIPADVISOR
for changing my return flight agent asked me to pay the whole price of new ticket,1,2023-02-01,LUFTHANSA,TRIPADVISOR
Third Time Not a Charm,3,2023-01-01,LUFTHANSA,TRIPADVISOR
avoid travelling with Lufthansa,1,2022-08-01,LUFTHANSA,TRIPADVISOR
Incompétent,1,2022-12-01,LUFTHANSA,TRIPADVISOR
Never fly again with this Airline+LOST MY BUGGAGE,1,2023-02-01,LUFTHANSA,TRIPADVISOR
MISS my Luggage and after 24 hours NOT FOUND.,1,2023-01-01,LUFTHANSA,TRIPADVISOR
"Of all my air travel experiences (i'm 61), Lufthansa isTHE WORST by a country mile",1,2022-12-01,LUFTHANSA,TRIPADVISOR
Will never fly them again,1,2022-12-01,LUFTHANSA,TRIPADVISOR
Cancelled flight,1,2022-12-01,LUFTHANSA,TRIPADVISOR
Good flights but poor offer,3,2023-01-01,LUFTHANSA,TRIPADVISOR
Terrible customer service,1,2023-01-01,LUFTHANSA,TRIPADVISOR
A éviter autant que faire ce peut,1,2023-01-01,LUFTHANSA,TRIPADVISOR
Vergognosi!! Cura del cliente pessima!!,1,2023-01-01,LUFTHANSA,TRIPADVISOR
Mauvaise expérience de voyage et service client inexistant,1,2022-12-01,LUFTHANSA,TRIPADVISOR
Wird halt zur Billigairline,3,2023-01-01,LUFTHANSA,TRIPADVISOR
compagnie aérienne aux services clients pitoyable,1,2023-01-01,LUFTHANSA,TRIPADVISOR
"Flüge sehr gut, Umsteigen in Frankfurt anstrengend",4,2022-05-01,LUFTHANSA,TRIPADVISOR
Extremely uncomfortable business class seats,2,2023-01-01,LUFTHANSA,TRIPADVISOR
Terrible - ruined our holiday,1,2022-12-01,LUFTHANSA,TRIPADVISOR
sigo sin respuestas desde Septiembre 2022,1,2022-09-01,LUFTHANSA,TRIPADVISOR
Economy Langstrecke Service gleich 0,2,2023-01-01,LUFTHANSA,TRIPADVISOR
low cost European service,3,2023-01-01,LUFTHANSA,TRIPADVISOR
.,1,2022-12-01,LUFTHANSA,TRIPADVISOR
terrible for customer information,2,2023-01-01,LUFTHANSA,TRIPADVISOR
Absolute joke,1,2023-01-01,LUFTHANSA,TRIPADVISOR
Worst experience,1,2023-01-01,LUFTHANSA,TRIPADVISOR
Au secours,1,2022-09-01,LUFTHANSA,TRIPADVISOR
Gouge on seats and terrible website performance,2,2023-01-01,LUFTHANSA,TRIPADVISOR
Automatic cancellation of return flight,1,2023-01-01,LUFTHANSA,TRIPADVISOR
Kundenfeindlich und arrogant,1,2023-01-01,LUFTHANSA,TRIPADVISOR
No atienden las reclamaciones,1,2023-01-01,LUFTHANSA,TRIPADVISOR
Lufthansa für uns nicht mehr,1,2022-10-01,LUFTHANSA,TRIPADVISOR
Bad experience,1,2022-12-01,LUFTHANSA,TRIPADVISOR
87% of reviews on Trust Pilot are 1 star. Would you still like to plan your travel with Lufthansa?,1,2022-12-01,LUFTHANSA,TRIPADVISOR
worst custumer service,1,2023-01-01,LUFTHANSA,TRIPADVISOR
Moins que médiocre,1,2023-01-01,LUFTHANSA,TRIPADVISOR
terrible policy-rip off,1,2023-01-01,LUFTHANSA,TRIPADVISOR
a eviter,1,2023-01-01,LUFTHANSA,TRIPADVISOR
Scandaleux et mépris des clients,1,2023-01-01,LUFTHANSA,TRIPADVISOR
Great Airline but awful Luggage Service,3,2022-12-01,LUFTHANSA,TRIPADVISOR
Not even worth of one star.,1,2022-12-01,LUFTHANSA,TRIPADVISOR
Elendig kundeservice og avbestilte fly,1,2023-01-01,LUFTHANSA,TRIPADVISOR
Disastrous,1,2022-12-01,LUFTHANSA,TRIPADVISOR
DELUDENTE,1,2023-01-01,LUFTHANSA,TRIPADVISOR
Baggage was delayed for 4 days and applied compensation but only ignored,1,2022-12-01,LUFTHANSA,TRIPADVISOR
"The worse, the rudest",1,2022-06-01,LUFTHANSA,TRIPADVISOR
Worst experience,1,2023-01-01,LUFTHANSA,TRIPADVISOR
MAUVAISE EXPERIENCE,1,2023-01-01,LUFTHANSA,TRIPADVISOR
Informação errada,1,2022-03-01,LUFTHANSA,TRIPADVISOR
Suitcase broken after 1 month no reply,1,2022-12-01,LUFTHANSA,TRIPADVISOR
Massive Delay and nothing but baseless apologies,1,2022-12-01,LUFTHANSA,TRIPADVISOR
you are the worst airline!,1,2022-08-01,LUFTHANSA,TRIPADVISOR
"The worst experience I've ever had with an airline. Anything that can go wrong, will go wrong.",1,2023-01-01,LUFTHANSA,TRIPADVISOR
"Looks and feels sleek, but entirely superficial",1,2023-01-01,LUFTHANSA,TRIPADVISOR
They did not put my luggage on the same plane,1,2023-01-01,LUFTHANSA,TRIPADVISOR
"Audioentertainment schwach, zu wenig Toiletten in Business",2,2023-01-01,LUFTHANSA,TRIPADVISOR
Inaspettata delusione,1,2023-01-01,LUFTHANSA,TRIPADVISOR
Customer service,1,2022-12-01,LUFTHANSA,TRIPADVISOR
Schlechteste Business class service. Habe ich meinen Gepäck als letzte Passagier bekommen!,1,2023-01-01,LUFTHANSA,TRIPADVISOR
Never travel with this airline,1,2023-01-01,LUFTHANSA,TRIPADVISOR
La plus grosse déception en 20 ans de voyages!,1,2023-01-01,LUFTHANSA,TRIPADVISOR
"Grauenvoll, kein Service",1,2023-01-01,LUFTHANSA,TRIPADVISOR
"Terrible airlines, refused to board",1,2023-01-01,LUFTHANSA,TRIPADVISOR
"Terrible customer service, none cares",1,2022-12-01,LUFTHANSA,TRIPADVISOR
Worst experience ever - do not give your money to this airline,1,2022-09-01,LUFTHANSA,TRIPADVISOR
LH is my blocked list,1,2023-01-01,LUFTHANSA,TRIPADVISOR
Don't use this airline.,1,2022-10-01,LUFTHANSA,TRIPADVISOR
"Flugausfall, Entschädigung wird selektiv nur manchen Passagieren gezahlt",1,2022-12-01,LUFTHANSA,TRIPADVISOR
Hassle free flight,5,2022-12-01,LUFTHANSA,TRIPADVISOR
Baggage delays,1,2023-01-01,LUFTHANSA,TRIPADVISOR
OK,4,2023-01-01,LUFTHANSA,TRIPADVISOR
bad,2,2023-01-01,LUFTHANSA,TRIPADVISOR
Bring your own food or starve,1,2023-01-01,LUFTHANSA,TRIPADVISOR
Stranded in Germany,1,2022-07-01,LUFTHANSA,TRIPADVISOR
I was promised a full refund Lufthansa but 2.5 month passed and I got nothing.,1,2023-01-01,LUFTHANSA,TRIPADVISOR
Esperanza Pessima,1,2023-01-01,LUFTHANSA,TRIPADVISOR
FATE SCHIFO,1,2022-08-01,LUFTHANSA,TRIPADVISOR
"Horrible experience all around from flight cancellations, delays, rebooks, and losing my luggage.",1,2022-12-01,LUFTHANSA,TRIPADVISOR
As bad as ryanair,1,2022-12-01,LUFTHANSA,TRIPADVISOR
"Impossible to get refunds, refuse to answer specific questions.",1,2022-12-01,LUFTHANSA,TRIPADVISOR
1 Stern ist schon zu viel,1,2023-01-01,LUFTHANSA,TRIPADVISOR
Poor customer service,1,2023-01-01,LUFTHANSA,TRIPADVISOR
Total Chaos,1,2023-01-01,LUFTHANSA,TRIPADVISOR
Doesn't take responsibility,1,2022-05-01,LUFTHANSA,TRIPADVISOR
LH lost my suitcase on flight from Vienna to Tunis via Frankfurt,1,2023-01-01,LUFTHANSA,TRIPADVISOR
Impossible to get a refund,1,2022-04-01,LUFTHANSA,TRIPADVISOR
Hungry for 12.5 hours,1,2023-01-01,LUFTHANSA,TRIPADVISOR
Short haul! Average. Delayed. Unfriendly staff.,3,2023-01-01,LUFTHANSA,TRIPADVISOR
Décevant,2,2023-01-01,LUFTHANSA,TRIPADVISOR
Layover at the airport,1,2023-01-01,LUFTHANSA,TRIPADVISOR
Pessima esperienza - Cura del Cliente Zero,1,2022-12-01,LUFTHANSA,TRIPADVISOR
Incompetence of airport staff,1,2022-12-01,LUFTHANSA,TRIPADVISOR
"Good hard product, soft product not so much",4,2022-12-01,LUFTHANSA,TRIPADVISOR
Business class needs upgrade,3,2022-11-01,LUFTHANSA,TRIPADVISOR
WORST AIRLINE!!,1,2023-01-01,LUFTHANSA,TRIPADVISOR
German Flag Carrier does not care....,1,2022-07-01,LUFTHANSA,TRIPADVISOR
Que DES problèmes !,1,2023-01-01,LUFTHANSA,TRIPADVISOR
Appalling,1,2022-12-01,LUFTHANSA,TRIPADVISOR
DB Like,1,2023-01-01,LUFTHANSA,TRIPADVISOR
Je ne recommande pas du tout,1,2023-01-01,LUFTHANSA,TRIPADVISOR
Very Poor Customer Service,1,2022-12-01,LUFTHANSA,TRIPADVISOR
Never book a flight before a cruise with Lufthansa,1,2023-01-01,LUFTHANSA,TRIPADVISOR
Unbelievably horrific service,1,2022-12-01,LUFTHANSA,TRIPADVISOR
Don't pay more for extra legroom,1,2022-09-01,LUFTHANSA,TRIPADVISOR
Zubringerflug wurde kurzfristig gecancelt; ab dann nur noch Chaos….,1,2022-12-01,LUFTHANSA,TRIPADVISOR
Perte de bagage et forte négligence,1,2022-12-01,LUFTHANSA,TRIPADVISOR
Worst airline ever,1,2022-07-01,LUFTHANSA,TRIPADVISOR
Worst Airlines,1,2022-02-01,LUFTHANSA,TRIPADVISOR
Possibly worst airline I have ever traveled with an absolute crap service from start to finish and their aircrafts bad,1,2023-01-01,LUFTHANSA,TRIPADVISOR
Un vol sans histoire,4,2022-09-01,LUFTHANSA,TRIPADVISOR
"Vol sympa, équipage très agréable",4,2022-09-01,LUFTHANSA,TRIPADVISOR
It’s ok,4,2023-01-01,LUFTHANSA,TRIPADVISOR
"No ticket refund, nor compensation received",2,2022-07-01,LUFTHANSA,TRIPADVISOR
"Received billions from tax payers during covid - now, not even offering chocolate or a sandwich.",2,2023-01-01,LUFTHANSA,TRIPADVISOR
Poor service by cabin crew,2,2023-01-01,LUFTHANSA,TRIPADVISOR
Flight delayed email regarding compensation recieved but no compensation,1,2022-12-01,LUFTHANSA,TRIPADVISOR
Na passez pas par leur agence,1,2023-01-01,LUFTHANSA,TRIPADVISOR
"Did not pass ""Go""",1,2023-01-01,LUFTHANSA,TRIPADVISOR
No privacy in the business class seats,4,2022-12-01,LUFTHANSA,TRIPADVISOR
Trash Airline/ money theft,1,2022-08-01,LUFTHANSA,TRIPADVISOR
Worst service,1,2023-01-01,LUFTHANSA,TRIPADVISOR
De vrais voleurs,1,2023-01-01,LUFTHANSA,TRIPADVISOR
Wer kann fliegt nicht mit der Lufthansa. Service Nullkommanull!!!!,2,2022-12-01,LUFTHANSA,TRIPADVISOR
Shitshow,1,2023-01-01,LUFTHANSA,TRIPADVISOR
Horaire décalé + personnel agressif,1,2022-09-01,LUFTHANSA,TRIPADVISOR
Poor Customer Service.,1,2022-12-01,LUFTHANSA,TRIPADVISOR
Makes me never want to travel again!,1,2022-12-01,LUFTHANSA,TRIPADVISOR
Don't use,1,2023-01-01,LUFTHANSA,TRIPADVISOR
Avoid Lufthansa at all cost,1,2023-01-01,LUFTHANSA,TRIPADVISOR
Very arrogant flight attendants. Bad customer service!,1,2022-12-01,LUFTHANSA,TRIPADVISOR
poorest customer service,1,2023-01-01,LUFTHANSA,TRIPADVISOR
scarso e minimo confort,2,2022-12-01,LUFTHANSA,TRIPADVISOR
Disgusting Service from Check In Booth Staff,1,2023-01-01,LUFTHANSA,TRIPADVISOR
Warning!!! Do not book with this airline,1,2023-01-01,LUFTHANSA,TRIPADVISOR
Getting worse and worse…,1,2022-12-01,LUFTHANSA,TRIPADVISOR
Nightmare in Frankfurt,1,2022-12-01,LUFTHANSA,TRIPADVISOR
"Nefasto, inaceptable, inhumano e incompetente",1,2023-01-01,LUFTHANSA,TRIPADVISOR
Horrible Lost Baggage Service,2,2023-01-01,LUFTHANSA,TRIPADVISOR
Clown show,1,2022-02-01,LUFTHANSA,TRIPADVISOR
NOT EVEN,1,2022-12-01,LUFTHANSA,TRIPADVISOR
Stranded,1,2022-10-01,LUFTHANSA,TRIPADVISOR
"Buy tickets with anybody else. They are not reliable, cancel your flights and their service is horrible.",1,2022-12-01,LUFTHANSA,TRIPADVISOR
The worst airline!,1,2022-12-01,LUFTHANSA,TRIPADVISOR
Nulisime,1,2023-01-01,LUFTHANSA,TRIPADVISOR
Total Scam,1,2023-01-01,LUFTHANSA,TRIPADVISOR
Run away and never look back,1,2022-08-01,LUFTHANSA,TRIPADVISOR
Do not recommend,1,2023-01-01,LUFTHANSA,TRIPADVISOR
Η μεγαλυτερη λεει αεροπορικη και χανει τις αποσκευες!! αυτο τιποτα αλλο,1,2023-01-01,LUFTHANSA,TRIPADVISOR
Horror Story,2,2022-12-01,LUFTHANSA,TRIPADVISOR
Will not recommend,1,2022-12-01,LUFTHANSA,TRIPADVISOR
"Wie Ryanair, nur viel teurer",1,2023-01-01,LUFTHANSA,TRIPADVISOR
Lufthansa Flights,2,2022-12-01,LUFTHANSA,TRIPADVISOR
Sitzplatzreservierung ignoriert,1,2022-11-01,LUFTHANSA,TRIPADVISOR
Good flight but horrible ground customer service,2,2023-01-01,LUFTHANSA,TRIPADVISOR
Not bad at all,4,2022-12-01,LUFTHANSA,TRIPADVISOR
Bait and Switch from Vancouver,1,2022-12-01,LUFTHANSA,TRIPADVISOR
What a nightmare,1,2022-12-01,LUFTHANSA,TRIPADVISOR
Disgusting,1,2023-01-01,LUFTHANSA,TRIPADVISOR
Lost luggage (never found - over 21 days),1,2022-12-01,LUFTHANSA,TRIPADVISOR
Incompetenza pura,1,2023-01-01,LUFTHANSA,TRIPADVISOR
Do not do it - Embarrassment of an airline - zero was not an option for likely to recommend!,1,2022-10-01,LUFTHANSA,TRIPADVISOR
Worst experience ever. Do not use Luftansa.,1,2023-01-01,LUFTHANSA,TRIPADVISOR
Probably the worst airline I have flown with!,1,2022-12-01,LUFTHANSA,TRIPADVISOR
Most horrible airline,1,2022-12-01,LUFTHANSA,TRIPADVISOR
Do not recommend - Despicable service,1,2022-08-01,LUFTHANSA,TRIPADVISOR
Lo nunca visto,1,2023-01-01,LUFTHANSA,TRIPADVISOR
Amazing staff and service,5,2022-11-01,LUFTHANSA,TRIPADVISOR
Compagnie à fuir,1,2022-12-01,LUFTHANSA,TRIPADVISOR
Lufthansa used to be good - it has fallen part. Do not recommend,1,2022-12-01,LUFTHANSA,TRIPADVISOR
NUL,1,2022-12-01,LUFTHANSA,TRIPADVISOR
Thieves & Extortionists,1,2022-12-01,LUFTHANSA,TRIPADVISOR
Despicable service! Unbelievable!,1,2022-12-01,LUFTHANSA,TRIPADVISOR
Bin schockiert,1,2022-12-01,LUFTHANSA,TRIPADVISOR
Do not use,1,2022-12-01,LUFTHANSA,TRIPADVISOR
Disgraceful business class - stay away !,1,2022-10-01,LUFTHANSA,TRIPADVISOR
Pessimo e privo di ogni logica di correttezza,1,2022-12-01,LUFTHANSA,TRIPADVISOR
Très bonne compagnie,5,2022-12-01,LUFTHANSA,TRIPADVISOR
BIG CHEATERS,1,2022-11-01,LUFTHANSA,TRIPADVISOR
James Daly,5,2022-12-01,LUFTHANSA,TRIPADVISOR
Crooks!!!,1,2022-12-01,LUFTHANSA,TRIPADVISOR
Fake policies,1,2022-12-01,LUFTHANSA,TRIPADVISOR
Angenehme Flüge,4,2022-12-01,LUFTHANSA,TRIPADVISOR
From Paid lounge to airport out of otuch,1,2022-12-01,LUFTHANSA,TRIPADVISOR
Appalling! Worst ever airline experience .,1,2022-12-01,LUFTHANSA,TRIPADVISOR
Franfurt- Cancun repülőút!,1,2022-12-01,LUFTHANSA,TRIPADVISOR
